text,labels,processed_text,bigrams,trigrams,labels_num
"The CNG and the Customer Network shall support the NGN services usage (e.g. voice communications, video communications, IPTV, entertainment, …) allowing the connection to the right service control platforms.",nonsec,"['cng', 'customer', 'network', 'shall', 'support', 'ngn', 'service', 'usage', 'voice', 'communication', 'video', 'communication', 'iptv', 'entertainment', 'allow', 'connection', 'right', 'service', 'control', 'platform']","['cng', 'customer_network', 'shall', 'support', 'ngn', 'service', 'usage', 'voice', 'communication', 'video', 'communication', 'iptv', 'entertainment', 'allow', 'connection', 'right', 'service', 'control', 'platform']","['cng', 'customer_network', 'shall', 'support', 'ngn', 'service', 'usage', 'voice', 'communication', 'video', 'communication', 'iptv', 'entertainment', 'allow', 'connection', 'right', 'service', 'control', 'platform']",0
The NGN network should be provided with a CND location information.,nonsec,"['ngn', 'network', 'provide', 'cnd', 'location', 'information']","['ngn', 'network', 'provide', 'cnd', 'location', 'information']","['ngn', 'network', 'provide', 'cnd', 'location', 'information']",0
 The Load File Data Block Hash is intended to verify the integrity of a complete Load File Data Block when loaded to a GlobalPlatform card.,sec,"['load', 'file', 'data', 'block', 'hash', 'intend', 'verify', 'integrity', 'complete', 'load', 'file', 'data', 'block', 'load', 'globalplatform', 'card']","['load_file', 'data_block', 'hash', 'intend', 'verify', 'integrity', 'complete', 'load_file', 'data_block', 'load', 'globalplatform', 'card']","['load_file_data_block', 'hash', 'intend', 'verify', 'integrity', 'complete', 'load_file_data_block', 'load', 'globalplatform', 'card']",1
The CEP card authenticates the terminal using the S2 MAC and the session key from the purchase transaction being cancelled. The CEP card increments the value of the purse and logs the transaction. The CEP card verifies that the cancellation amount is equal to the amount of the last step of the purchase transaction,sec,"['cep', 'card', 'authenticate', 'terminal', 'mac', 'session', 'key', 'purchase', 'transaction', 'cancel', 'cep', 'card', 'increment', 'value', 'purse', 'log', 'transaction', 'cep', 'card', 'verify', 'cancellation', 'equal', 'step', 'purchase', 'transaction']","['cep_card', 'authenticate', 'terminal', 'mac', 'session', 'key', 'purchase_transaction', 'cancel', 'cep_card', 'increment', 'value', 'purse', 'log', 'transaction', 'cep_card', 'verify', 'cancellation', 'equal', 'step', 'purchase_transaction']","['cep_card', 'authenticate', 'terminal', 'mac', 'session', 'key', 'purchase_transaction', 'cancel', 'cep_card', 'increment', 'value', 'purse', 'log', 'transaction', 'cep_card', 'verify', 'cancellation', 'equal', 'step', 'purchase_transaction']",1
" The Application Provider is responsible for Returning receipts for load, install, delete, and extradition, according to the Card Issuer's policy.",nonsec,"['application', 'provider', 'responsible', 'return', 'receipt', 'load', 'install', 'delete', 'extradition', 'accord', 'card', 'issuer', 'policy']","['application', 'provider', 'responsible', 'return', 'receipt', 'load', 'install', 'delete', 'extradition', 'accord', 'card', 'issuer', 'policy']","['application', 'provider', 'responsible', 'return', 'receipt', 'load', 'install', 'delete', 'extradition', 'accord', 'card_issuer', 'policy']",0
"(e.g. VoIP phones, Video phones, STBs, etc).",nonsec,"['voip', 'phones', 'video', 'phone', 'stbs', 'etc']","['voip', 'phones', 'video', 'phone', 'stbs', 'etc']","['voip', 'phones', 'video', 'phone', 'stbs', 'etc']",0
" On cards that support logical channels, if a MANAGE CHANNEL [close] is received, terminate the Application Session currently selected on the Supplementary Logical Channel indicated by the command and then close that logical channel. The Basic Logical Channel can never be closed.",nonsec,"['card', 'support', 'logical', 'channel', 'manage', 'channel', 'close', 'receive', 'terminate', 'application', 'session', 'currently', 'select', 'supplementary', 'logical', 'channel', 'indicate', 'command', 'close', 'logical', 'channel', 'basic', 'logical', 'channel', 'close']","['card', 'support', 'logical_channel', 'manage', 'channel', 'close', 'receive', 'terminate', 'application', 'session', 'currently_select', 'supplementary_logical', 'channel', 'indicate', 'command', 'close', 'logical_channel', 'basic_logical', 'channel', 'close']","['card', 'support', 'logical_channel', 'manage', 'channel', 'close', 'receive', 'terminate', 'application', 'session', 'currently_select', 'supplementary_logical_channel', 'indicate', 'command', 'close', 'logical_channel', 'basic_logical_channel', 'close']",0
The CND should be able to support bootstrap capabilities in order to retrieve network configuration data to connect the NGN.,nonsec,"['cnd', 'able', 'support', 'bootstrap', 'capability', 'order', 'retrieve', 'network', 'configuration', 'datum', 'connect', 'ngn']","['cnd', 'able', 'support', 'bootstrap', 'capability', 'order', 'retrieve', 'network', 'configuration', 'datum', 'connect', 'ngn']","['cnd', 'able', 'support', 'bootstrap', 'capability', 'order', 'retrieve', 'network', 'configuration', 'datum', 'connect', 'ngn']",0
" At OP_READY, initial key shall be available within the issuer security domain",nonsec,"['ready', 'initial', 'key', 'shall', 'available', 'issuer', 'security', 'domain']","['ready', 'initial', 'key', 'shall', 'available', 'issuer', 'security_domain']","['ready', 'initial', 'key', 'shall', 'available', 'issuer_security_domain']",0
" If a full or partial match is found and this Application is in the Life Cycle State LOCKED, continue searching through the GlobalPlatform Registry for a subsequent full or partial match. In the eventuality that this locked Application is already currently selected on the Basic Logical Channel, the OPEN shall terminate this Application Session. If no subsequent full or partial match is found, the OPEN shall return the appropriate error to the off-card entity,",nonsec,"['partial', 'match', 'find', 'application', 'life', 'cycle', 'state', 'locked', 'continue', 'search', 'globalplatform', 'registry', 'subsequent', 'partial', 'match', 'eventuality', 'lock', 'application', 'currently', 'select', 'basic', 'logical', 'channel', 'open', 'shall', 'terminate', 'application', 'session', 'subsequent', 'partial', 'match', 'find', 'open', 'shall', 'return', 'appropriate', 'error', 'card', 'entity']","['partial_match', 'find', 'application', 'life_cycle', 'state', 'locked', 'continue', 'search', 'globalplatform_registry', 'subsequent_partial', 'match', 'eventuality', 'lock', 'application', 'currently_select', 'basic_logical', 'channel', 'open', 'shall', 'terminate', 'application', 'session', 'subsequent_partial', 'match_find', 'open', 'shall', 'return_appropriate', 'error', 'card', 'entity']","['partial_match_find', 'application', 'life_cycle_state', 'locked', 'continue', 'search_globalplatform_registry', 'subsequent_partial', 'match', 'eventuality', 'lock', 'application', 'currently_select', 'basic_logical_channel', 'open', 'shall', 'terminate', 'application', 'session', 'subsequent_partial_match_find', 'open', 'shall', 'return_appropriate_error', 'card', 'entity']",0
The card issuer must have the ability to deactivate a CEP application in the response to a load or currency exchange transaction,nonsec,"['card', 'issuer', 'ability', 'deactivate', 'cep', 'application', 'response', 'load', 'currency', 'exchange', 'transaction']","['card', 'issuer', 'ability', 'deactivate', 'cep', 'application', 'response', 'load', 'currency_exchange', 'transaction']","['card_issuer', 'ability', 'deactivate', 'cep', 'application', 'response', 'load', 'currency_exchange', 'transaction']",0
" If a SELECT [by name] [next occurrence] is received, the search always begins from the entry following the currently selected Application on this Supplementary Logical Channel in the GlobalPlatform Registry,",nonsec,"['select', 'occurrence', 'receive', 'search', 'begin', 'entry', 'follow', 'currently', 'select', 'application', 'supplementary', 'logical', 'channel', 'globalplatform', 'registry']","['select_occurrence', 'receive', 'search', 'begin', 'entry', 'follow', 'currently_select', 'application', 'supplementary_logical', 'channel', 'globalplatform_registry']","['select_occurrence', 'receive', 'search', 'begin', 'entry', 'follow', 'currently_select', 'application', 'supplementary_logical_channel', 'globalplatform_registry']",0
"In the case of an unsuccessful completion, exception processing outlined in the On-line Exception Processing section is performed",nonsec,"['case', 'unsuccessful', 'completion', 'exception', 'processing', 'outline', 'line', 'exception', 'processing', 'section', 'perform']","['case', 'unsuccessful', 'completion', 'exception', 'processing', 'outline', 'line', 'exception', 'processing', 'section', 'perform']","['case', 'unsuccessful', 'completion', 'exception', 'processing', 'outline', 'line', 'exception', 'processing', 'section', 'perform']",0
" If a full or partial match is found and this Application is selectable (i.e. in the correct Life Cycle State and has no multi-selection restrictions), then it shall become the currently selected Application on the Basic Logical Channel and the SELECT [by name] command, whether [first or only occurrence] or [next occurrence], shall be processed according to the requirements of the runtime environment (e.g. dispatched to the Application),",nonsec,"['partial', 'match', 'find', 'application', 'selectable', 'correct', 'life', 'cycle', 'state', 'multi', 'selection', 'restriction', 'shall', 'currently', 'select', 'application', 'basic', 'logical', 'channel', 'select', 'command', 'occurrence', 'occurrence', 'shall', 'process', 'accord', 'requirement', 'runtime', 'environment', 'dispatch', 'application']","['partial_match', 'find', 'application', 'selectable', 'correct', 'life_cycle', 'state', 'multi', 'selection', 'restriction', 'shall', 'currently_select', 'application', 'basic_logical', 'channel', 'select', 'command', 'occurrence', 'occurrence', 'shall', 'process', 'accord', 'requirement', 'runtime_environment', 'dispatch', 'application']","['partial_match_find', 'application', 'selectable', 'correct', 'life_cycle_state', 'multi', 'selection', 'restriction', 'shall', 'currently_select', 'application', 'basic_logical_channel', 'select_command', 'occurrence', 'occurrence', 'shall', 'process', 'accord', 'requirement', 'runtime_environment', 'dispatch', 'application']",0
Functionalities related to Electronic Programming Guide and DRM management shall be implemented in STB or media gateway and not in CNG.,nonsec,"['functionality', 'relate', 'electronic', 'programming', 'guide', 'drm', 'management', 'shall', 'implement', 'stb', 'medium', 'gateway', 'cng']","['functionality', 'relate', 'electronic', 'programming', 'guide', 'drm', 'management', 'shall', 'implement', 'stb_medium', 'gateway', 'cng']","['functionality', 'relate', 'electronic', 'programming', 'guide', 'drm', 'management', 'shall', 'implement', 'stb_medium_gateway', 'cng']",0
 The appropriate Security Domain may generate Receipts during Delegated Management.,nonsec,"['appropriate', 'security', 'domain', 'generate', 'receipts', 'delegated', 'management']","['appropriate', 'security_domain', 'generate', 'receipts', 'delegated', 'management']","['appropriate', 'security_domain', 'generate', 'receipts', 'delegated', 'management']",0
"It shall be possible to configure the CNG (e.g. firmware downloading) according to the subscribed services. This operation may be performed when the CNG is connected to the network for the first time, for each new service subscription/modification, or for any technical management (e.g. security, patches, etc.).",nonsec,"['shall', 'possible', 'configure', 'cng', 'firmware', 'download', 'accord', 'subscribed', 'service', 'operation', 'perform', 'cng', 'connect', 'network', 'time', 'new', 'service', 'subscription', 'modification', 'technical', 'management', 'security', 'patch', 'etc']","['shall', 'possible', 'configure', 'cng', 'firmware', 'download', 'accord', 'subscribed', 'service', 'operation', 'perform', 'cng', 'connect', 'network', 'time', 'new', 'service', 'subscription', 'modification', 'technical', 'management', 'security', 'patch', 'etc']","['shall', 'possible', 'configure', 'cng', 'firmware', 'download', 'accord', 'subscribed', 'service', 'operation', 'perform', 'cng', 'connect', 'network', 'time', 'new', 'service', 'subscription', 'modification', 'technical', 'management', 'security', 'patch', 'etc']",0
